index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,title,song_ids,artist_name
0,0.7490000000000001,0.802,10,-5.78,0,0.2019999999999999,0.105,0.0,0.296,0.47,203.93400000000003,audio_features,5q62CK2DoFxdFBzFDCctDE,spotify:track:5q62CK2DoFxdFBzFDCctDE,https://api.spotify.com/v1/tracks/5q62CK2DoFxdFBzFDCctDE,https://api.spotify.com/v1/audio-analysis/5q62CK2DoFxdFBzFDCctDE,174357,4,Underground Rap,Big Tyma,,5q62CK2DoFxdFBzFDCctDE,Alkaline
1,0.4639999999999999,0.602,7,-8.185,1,0.125,0.86,0.0,0.162,0.664,166.748,audio_features,1npAOCsqbB618Zz4jOQxZL,spotify:track:1npAOCsqbB618Zz4jOQxZL,https://api.spotify.com/v1/tracks/1npAOCsqbB618Zz4jOQxZL,https://api.spotify.com/v1/audio-analysis/1npAOCsqbB618Zz4jOQxZL,162373,4,Underground Rap,Mozambique Drill,,1npAOCsqbB618Zz4jOQxZL,Mach-Hommy
2,0.5770000000000001,0.6920000000000001,11,-5.96,1,0.64,0.372,0.0596,0.0989,0.0658,144.702,audio_features,5zjdL4aLh3D3wOKeRkZSL6,spotify:track:5zjdL4aLh3D3wOKeRkZSL6,https://api.spotify.com/v1/tracks/5zjdL4aLh3D3wOKeRkZSL6,https://api.spotify.com/v1/audio-analysis/5zjdL4aLh3D3wOKeRkZSL6,122483,4,Underground Rap,2000 Rounds,,5zjdL4aLh3D3wOKeRkZSL6,Ghostemane
6,0.642,0.6940000000000001,11,-6.104,1,0.364,0.000335,0.0,0.312,0.568,106.41,audio_features,2TF0kVvksniUGEdwnBSw2v,spotify:track:2TF0kVvksniUGEdwnBSw2v,https://api.spotify.com/v1/tracks/2TF0kVvksniUGEdwnBSw2v,https://api.spotify.com/v1/audio-analysis/2TF0kVvksniUGEdwnBSw2v,143331,4,Underground Rap,85 to Africa,,2TF0kVvksniUGEdwnBSw2v,Jidenna
7,0.789,0.488,4,-9.093,0,0.2269999999999999,0.179,7.94e-06,0.104,0.0644,133.114,audio_features,23NWj2izXAJ4yL6Nah73wf,spotify:track:23NWj2izXAJ4yL6Nah73wf,https://api.spotify.com/v1/tracks/23NWj2izXAJ4yL6Nah73wf,https://api.spotify.com/v1/audio-analysis/23NWj2izXAJ4yL6Nah73wf,209453,4,Underground Rap,Pop Style,,23NWj2izXAJ4yL6Nah73wf,Drake
8,0.736,0.903,9,-7.249,0,0.225,0.0204,0.0,0.38,0.852,146.035,audio_features,2bsfVluDn82mSmTj0HXkrG,spotify:track:2bsfVluDn82mSmTj0HXkrG,https://api.spotify.com/v1/tracks/2bsfVluDn82mSmTj0HXkrG,https://api.spotify.com/v1/audio-analysis/2bsfVluDn82mSmTj0HXkrG,102000,4,Underground Rap,Hammer Bite,,2bsfVluDn82mSmTj0HXkrG,XZARKHAN
9,0.574,0.7040000000000001,8,-6.291,1,0.908,0.00525,0.0,0.0976,0.0975,205.758,audio_features,6FR2hlqPycfVIAoYq7BD1E,spotify:track:6FR2hlqPycfVIAoYq7BD1E,https://api.spotify.com/v1/tracks/6FR2hlqPycfVIAoYq7BD1E,https://api.spotify.com/v1/audio-analysis/6FR2hlqPycfVIAoYq7BD1E,106083,4,Underground Rap,WhereYoSafeAt,,6FR2hlqPycfVIAoYq7BD1E,Almighty Suspect
10,0.3939999999999999,0.6609999999999999,4,-8.684,1,0.192,0.00996,0.0,0.3429999999999999,0.335,149.81799999999998,audio_features,0HCVUpGn7trUlx9rOlxZIK,spotify:track:0HCVUpGn7trUlx9rOlxZIK,https://api.spotify.com/v1/tracks/0HCVUpGn7trUlx9rOlxZIK,https://api.spotify.com/v1/audio-analysis/0HCVUpGn7trUlx9rOlxZIK,260987,4,Underground Rap,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",,0HCVUpGn7trUlx9rOlxZIK,A$AP Rocky
11,0.601,0.7120000000000001,1,-9.433,1,0.0431,0.0848,0.0,0.479,0.386,114.998,audio_features,79nEEoEPY2w8EXj9hjn5oc,spotify:track:79nEEoEPY2w8EXj9hjn5oc,https://api.spotify.com/v1/tracks/79nEEoEPY2w8EXj9hjn5oc,https://api.spotify.com/v1/audio-analysis/79nEEoEPY2w8EXj9hjn5oc,154000,4,Underground Rap,Ginseng Strip 2002,,79nEEoEPY2w8EXj9hjn5oc,Yung Lean
12,0.636,0.8,11,-4.265,0,0.347,0.337,0.0,0.39,0.7040000000000001,177.31400000000002,audio_features,6n3q5ybuUQFT97ddyuxsFh,spotify:track:6n3q5ybuUQFT97ddyuxsFh,https://api.spotify.com/v1/tracks/6n3q5ybuUQFT97ddyuxsFh,https://api.spotify.com/v1/audio-analysis/6n3q5ybuUQFT97ddyuxsFh,238453,4,Underground Rap,Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),,6n3q5ybuUQFT97ddyuxsFh,Dreamville
13,0.8029999999999999,0.534,11,-7.582000000000001,0,0.186,0.0467,0.0,0.134,0.331,117.93,audio_features,6SQ8EODy1IH8QrUT1BqDRX,spotify:track:6SQ8EODy1IH8QrUT1BqDRX,https://api.spotify.com/v1/tracks/6SQ8EODy1IH8QrUT1BqDRX,https://api.spotify.com/v1/audio-analysis/6SQ8EODy1IH8QrUT1BqDRX,130247,4,Underground Rap,Walk the Plank,,6SQ8EODy1IH8QrUT1BqDRX,Da$H
14,0.7709999999999999,0.629,1,-3.574,0,0.145,0.0381,0.00555,0.175,0.136,155.067,audio_features,1Hiidyv2886H8qj3f9JCEp,spotify:track:1Hiidyv2886H8qj3f9JCEp,https://api.spotify.com/v1/tracks/1Hiidyv2886H8qj3f9JCEp,https://api.spotify.com/v1/audio-analysis/1Hiidyv2886H8qj3f9JCEp,113048,4,Underground Rap,Goth Bitch,,1Hiidyv2886H8qj3f9JCEp,Yunggoth✰
15,0.8759999999999999,0.519,11,-6.531000000000001,1,0.143,0.2019999999999999,0.0,0.108,0.158,189.962,audio_features,1ZAyjvIk9YiD76yYy0TEG6,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/tracks/1ZAyjvIk9YiD76yYy0TEG6,https://api.spotify.com/v1/audio-analysis/1ZAyjvIk9YiD76yYy0TEG6,175230,4,Underground Rap,Plug Walk,,1ZAyjvIk9YiD76yYy0TEG6,Rich The Kid
16,0.902,0.73,7,-3.077,1,0.13,0.0153,0.0,0.0933,0.4,200.094,audio_features,729WIUjxIG67whWORcTYpt,spotify:track:729WIUjxIG67whWORcTYpt,https://api.spotify.com/v1/tracks/729WIUjxIG67whWORcTYpt,https://api.spotify.com/v1/audio-analysis/729WIUjxIG67whWORcTYpt,186890,4,Underground Rap,Don't Save Me,,729WIUjxIG67whWORcTYpt,Marshmello
17,0.78,0.7440000000000001,1,-12.055,1,0.627,0.231,1.65e-06,0.257,0.79,120.13,audio_features,1n2XVMMOmV7tkf2Muywaia,spotify:track:1n2XVMMOmV7tkf2Muywaia,https://api.spotify.com/v1/tracks/1n2XVMMOmV7tkf2Muywaia,https://api.spotify.com/v1/audio-analysis/1n2XVMMOmV7tkf2Muywaia,130000,4,Underground Rap,Let's Try It Out,,1n2XVMMOmV7tkf2Muywaia,Yury
18,0.667,0.6729999999999999,0,-7.574,1,0.3229999999999999,0.0641,4e-06,0.0975,0.669,144.256,audio_features,3DKCTIiJ97bS9TGiqcABjo,spotify:track:3DKCTIiJ97bS9TGiqcABjo,https://api.spotify.com/v1/tracks/3DKCTIiJ97bS9TGiqcABjo,https://api.spotify.com/v1/audio-analysis/3DKCTIiJ97bS9TGiqcABjo,201964,4,Underground Rap,Thiago Silva,,3DKCTIiJ97bS9TGiqcABjo,Dave
19,0.7559999999999999,0.903,7,-4.656000000000001,1,0.14,0.0298,0.385,0.29,0.7829999999999999,193.468,audio_features,0zqRPyHnLffpFT27q81V64,spotify:track:0zqRPyHnLffpFT27q81V64,https://api.spotify.com/v1/tracks/0zqRPyHnLffpFT27q81V64,https://api.spotify.com/v1/audio-analysis/0zqRPyHnLffpFT27q81V64,232600,4,Underground Rap,Me Ne Shalto,,0zqRPyHnLffpFT27q81V64,Jedi Mind Tricks
20,0.809,0.622,5,-7.338999999999999,0,0.0533,0.427,0.0226,0.0954,0.503,117.97,audio_features,7jYy4aawjf5WIDXuIeUtOm,spotify:track:7jYy4aawjf5WIDXuIeUtOm,https://api.spotify.com/v1/tracks/7jYy4aawjf5WIDXuIeUtOm,https://api.spotify.com/v1/audio-analysis/7jYy4aawjf5WIDXuIeUtOm,175961,4,Underground Rap,Really Don't Get It,,7jYy4aawjf5WIDXuIeUtOm,Prompto
21,0.8859999999999999,0.479,4,-8.054,0,0.3339999999999999,0.077,0.0,0.135,0.408,130.029,audio_features,7A20WnLkjtZU2d7hIB6Ziu,spotify:track:7A20WnLkjtZU2d7hIB6Ziu,https://api.spotify.com/v1/tracks/7A20WnLkjtZU2d7hIB6Ziu,https://api.spotify.com/v1/audio-analysis/7A20WnLkjtZU2d7hIB6Ziu,158692,4,Underground Rap,Start Wit Me (feat. Gunna),,7A20WnLkjtZU2d7hIB6Ziu,Roddy Ricch
22,0.852,0.5529999999999999,1,-7.286,1,0.187,0.0559,0.0,0.332,0.6559999999999999,142.079,audio_features,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,205879,4,Underground Rap,Jumpman,,27GmP9AWRs744SzKcpJsTZ,Drake
26,0.7609999999999999,0.687,11,-7.436,0,0.0407,0.0409999999999999,6.7e-06,0.0762,0.295,120.012,audio_features,6yZoltMqjCnRG8b5ejVRZz,spotify:track:6yZoltMqjCnRG8b5ejVRZz,https://api.spotify.com/v1/tracks/6yZoltMqjCnRG8b5ejVRZz,https://api.spotify.com/v1/audio-analysis/6yZoltMqjCnRG8b5ejVRZz,192052,4,Underground Rap,93 Premium,,6yZoltMqjCnRG8b5ejVRZz,$uicideboy$
27,0.76,0.588,8,-6.305,0,0.3879999999999999,0.102,0.0,0.0796,0.6759999999999999,140.053,audio_features,7n7x5KGKbUdPHRsO6M6mWY,spotify:track:7n7x5KGKbUdPHRsO6M6mWY,https://api.spotify.com/v1/tracks/7n7x5KGKbUdPHRsO6M6mWY,https://api.spotify.com/v1/audio-analysis/7n7x5KGKbUdPHRsO6M6mWY,179644,4,Underground Rap,Hit The Scene,,7n7x5KGKbUdPHRsO6M6mWY,White Sosa
28,0.861,0.56,1,-9.974,1,0.299,0.148,2.7e-05,0.439,0.634,176.59799999999998,audio_features,0yf6ORR6kV4iEn6T78XKbZ,spotify:track:0yf6ORR6kV4iEn6T78XKbZ,https://api.spotify.com/v1/tracks/0yf6ORR6kV4iEn6T78XKbZ,https://api.spotify.com/v1/audio-analysis/0yf6ORR6kV4iEn6T78XKbZ,260200,4,Underground Rap,Wrong Side of da Tracks,,0yf6ORR6kV4iEn6T78XKbZ,Artifacts
29,0.8290000000000001,0.59,9,-7.818,0,0.263,0.0391,0.0107,0.114,0.332,112.97,audio_features,0KRKqIJPX6LT9v1ZQGbfn7,spotify:track:0KRKqIJPX6LT9v1ZQGbfn7,https://api.spotify.com/v1/tracks/0KRKqIJPX6LT9v1ZQGbfn7,https://api.spotify.com/v1/audio-analysis/0KRKqIJPX6LT9v1ZQGbfn7,127128,4,Underground Rap,Hades,,0KRKqIJPX6LT9v1ZQGbfn7,Ghostemane
33,0.769,0.541,7,-6.065,1,0.0413,0.423,0.00064,0.1009999999999999,0.439,160.055,audio_features,6Z3qMV9E3UPSSmt1s5DKnG,spotify:track:6Z3qMV9E3UPSSmt1s5DKnG,https://api.spotify.com/v1/tracks/6Z3qMV9E3UPSSmt1s5DKnG,https://api.spotify.com/v1/audio-analysis/6Z3qMV9E3UPSSmt1s5DKnG,169424,4,Underground Rap,FDD,,6Z3qMV9E3UPSSmt1s5DKnG,Jasiah
34,0.95,0.407,0,-6.1770000000000005,1,0.0984,0.0236,2.37e-06,0.0906,0.499,200.042,audio_features,3chzPL3YpqGSwvGrAOuz2i,spotify:track:3chzPL3YpqGSwvGrAOuz2i,https://api.spotify.com/v1/tracks/3chzPL3YpqGSwvGrAOuz2i,https://api.spotify.com/v1/audio-analysis/3chzPL3YpqGSwvGrAOuz2i,137215,4,Underground Rap,Yumpers (feat. P-Lo),,3chzPL3YpqGSwvGrAOuz2i,Myles Parrish
35,0.598,0.6829999999999999,4,-6.587999999999999,0,0.054,0.0152,0.0,0.319,0.122,135.982,audio_features,2YGHCHkWTbtCUTjL0LUXtx,spotify:track:2YGHCHkWTbtCUTjL0LUXtx,https://api.spotify.com/v1/tracks/2YGHCHkWTbtCUTjL0LUXtx,https://api.spotify.com/v1/audio-analysis/2YGHCHkWTbtCUTjL0LUXtx,177160,5,Underground Rap,hellboy,,2YGHCHkWTbtCUTjL0LUXtx,Lil Peep
36,0.7709999999999999,0.547,11,-8.884,1,0.191,0.201,0.0002279999999999,0.0769,0.573,150.115,audio_features,0OvnhC4rgXy5CkMzGuZAbt,spotify:track:0OvnhC4rgXy5CkMzGuZAbt,https://api.spotify.com/v1/tracks/0OvnhC4rgXy5CkMzGuZAbt,https://api.spotify.com/v1/audio-analysis/0OvnhC4rgXy5CkMzGuZAbt,254514,4,Underground Rap,Whole Lotta,,0OvnhC4rgXy5CkMzGuZAbt,448 Empire
37,0.7509999999999999,0.7659999999999999,9,-8.118,1,0.2769999999999999,0.00727,0.0,0.216,0.595,193.408,audio_features,0N4fNFFYFRGbdEFs8iI3pl,spotify:track:0N4fNFFYFRGbdEFs8iI3pl,https://api.spotify.com/v1/tracks/0N4fNFFYFRGbdEFs8iI3pl,https://api.spotify.com/v1/audio-analysis/0N4fNFFYFRGbdEFs8iI3pl,225200,4,Underground Rap,Invincible,,0N4fNFFYFRGbdEFs8iI3pl,Capone-N-Noreaga
38,0.897,0.4479999999999999,1,-8.874,1,0.0766,0.000725,1.17e-05,0.365,0.316,145.971,audio_features,2nYwV62UABTH0NanrwVIdQ,spotify:track:2nYwV62UABTH0NanrwVIdQ,https://api.spotify.com/v1/tracks/2nYwV62UABTH0NanrwVIdQ,https://api.spotify.com/v1/audio-analysis/2nYwV62UABTH0NanrwVIdQ,204787,4,Underground Rap,Perplexing Pegasus,,2nYwV62UABTH0NanrwVIdQ,Rae Sremmurd
39,0.88,0.728,10,-6.939,0,0.205,0.136,5.42e-05,0.3379999999999999,0.715,160.976,audio_features,5gZhBSqu6foVqcB1hSAkb3,spotify:track:5gZhBSqu6foVqcB1hSAkb3,https://api.spotify.com/v1/tracks/5gZhBSqu6foVqcB1hSAkb3,https://api.spotify.com/v1/audio-analysis/5gZhBSqu6foVqcB1hSAkb3,200235,4,Underground Rap,Clout (feat. 21 Savage),,5gZhBSqu6foVqcB1hSAkb3,Ty Dolla $ign
40,0.928,0.696,4,-4.972,0,0.0866,0.331,0.0001189999999999,0.121,0.396,189.988,audio_features,1xFfbxmfenEpn4WawGWXiA,spotify:track:1xFfbxmfenEpn4WawGWXiA,https://api.spotify.com/v1/tracks/1xFfbxmfenEpn4WawGWXiA,https://api.spotify.com/v1/audio-analysis/1xFfbxmfenEpn4WawGWXiA,165938,4,Underground Rap,Walk Man,,1xFfbxmfenEpn4WawGWXiA,Tiny Meat Gang
41,0.5379999999999999,0.7609999999999999,8,-6.954,0,0.1939999999999999,0.0821,0.0,0.102,0.753,169.922,audio_features,5II9OOcTC1LUsEsSqAljzX,spotify:track:5II9OOcTC1LUsEsSqAljzX,https://api.spotify.com/v1/tracks/5II9OOcTC1LUsEsSqAljzX,https://api.spotify.com/v1/audio-analysis/5II9OOcTC1LUsEsSqAljzX,193941,4,Underground Rap,Tango,,5II9OOcTC1LUsEsSqAljzX,DoubleOh
42,0.54,0.77,1,-3.981,1,0.389,0.1939999999999999,2.7399999999999995e-05,0.372,0.565,159.494,audio_features,4TgHt7vKCimpywaiKfl0uj,spotify:track:4TgHt7vKCimpywaiKfl0uj,https://api.spotify.com/v1/tracks/4TgHt7vKCimpywaiKfl0uj,https://api.spotify.com/v1/audio-analysis/4TgHt7vKCimpywaiKfl0uj,204000,4,Underground Rap,Make It Rain,,4TgHt7vKCimpywaiKfl0uj,Pop Smoke
43,0.872,0.679,7,-8.334,1,0.2769999999999999,0.188,0.0,0.0996,0.588,199.938,audio_features,1JBrLoAYGbdDjNuRqdyjA8,spotify:track:1JBrLoAYGbdDjNuRqdyjA8,https://api.spotify.com/v1/tracks/1JBrLoAYGbdDjNuRqdyjA8,https://api.spotify.com/v1/audio-analysis/1JBrLoAYGbdDjNuRqdyjA8,211200,4,Underground Rap,Win,,1JBrLoAYGbdDjNuRqdyjA8,Tee Grizzley
44,0.888,0.906,1,-4.0280000000000005,1,0.365,0.221,0.000474,0.266,0.477,125.033,audio_features,4Qwnjgav8p1B2F1EgcMQRW,spotify:track:4Qwnjgav8p1B2F1EgcMQRW,https://api.spotify.com/v1/tracks/4Qwnjgav8p1B2F1EgcMQRW,https://api.spotify.com/v1/audio-analysis/4Qwnjgav8p1B2F1EgcMQRW,137822,4,Underground Rap,Tartarus,,4Qwnjgav8p1B2F1EgcMQRW,Ghostemane
45,0.544,0.498,11,-7.621,0,0.0322,0.0458,2.97e-06,0.135,0.173,110.0,audio_features,2v4TT618J9TLe6hmLwUTXj,spotify:track:2v4TT618J9TLe6hmLwUTXj,https://api.spotify.com/v1/tracks/2v4TT618J9TLe6hmLwUTXj,https://api.spotify.com/v1/audio-analysis/2v4TT618J9TLe6hmLwUTXj,226000,4,Underground Rap,Cold World,,2v4TT618J9TLe6hmLwUTXj,Brennan Savage
46,0.81,0.401,1,-6.916,1,0.5429999999999999,0.0134,0.0,0.113,0.181,157.99,audio_features,0kGPdcrv6PyGxkObw2YBwI,spotify:track:0kGPdcrv6PyGxkObw2YBwI,https://api.spotify.com/v1/tracks/0kGPdcrv6PyGxkObw2YBwI,https://api.spotify.com/v1/audio-analysis/0kGPdcrv6PyGxkObw2YBwI,109427,4,Underground Rap,Choppa,,0kGPdcrv6PyGxkObw2YBwI,TNT Tez
47,0.5589999999999999,0.5429999999999999,1,-5.428999999999999,1,0.302,0.00133,2e-05,0.0577,0.337,151.916,audio_features,1nLnpLXvl68RZCSjfkyiaa,spotify:track:1nLnpLXvl68RZCSjfkyiaa,https://api.spotify.com/v1/tracks/1nLnpLXvl68RZCSjfkyiaa,https://api.spotify.com/v1/audio-analysis/1nLnpLXvl68RZCSjfkyiaa,193000,4,Underground Rap,Brain Stew,,1nLnpLXvl68RZCSjfkyiaa,Green Day
48,0.868,0.365,7,-9.51,1,0.0383,0.433,0.0,0.207,0.471,114.979,audio_features,4sSu9BtWSCWRNjGD2AvqbG,spotify:track:4sSu9BtWSCWRNjGD2AvqbG,https://api.spotify.com/v1/tracks/4sSu9BtWSCWRNjGD2AvqbG,https://api.spotify.com/v1/audio-analysis/4sSu9BtWSCWRNjGD2AvqbG,197217,4,Underground Rap,Psycho!,,4sSu9BtWSCWRNjGD2AvqbG,MASN
49,0.909,0.573,5,-6.856,1,0.181,0.0332,0.0163,0.657,0.392,144.946,audio_features,7tUXZgLbOCvRJ9FBlairoU,spotify:track:7tUXZgLbOCvRJ9FBlairoU,https://api.spotify.com/v1/tracks/7tUXZgLbOCvRJ9FBlairoU,https://api.spotify.com/v1/audio-analysis/7tUXZgLbOCvRJ9FBlairoU,134271,4,Underground Rap,Venom,,7tUXZgLbOCvRJ9FBlairoU,Ghostemane
50,0.72,0.934,10,-2.819,0,0.0712,0.0433,0.0,0.115,0.628,168.00799999999998,audio_features,4r2sy3aJ3SoiGvPj3eLW1x,spotify:track:4r2sy3aJ3SoiGvPj3eLW1x,https://api.spotify.com/v1/tracks/4r2sy3aJ3SoiGvPj3eLW1x,https://api.spotify.com/v1/audio-analysis/4r2sy3aJ3SoiGvPj3eLW1x,91429,4,Underground Rap,"just shut the f*** up for once, please... holy s***",,4r2sy3aJ3SoiGvPj3eLW1x,Fukkit
51,0.782,0.713,0,-6.5760000000000005,0,0.0899,0.0619,0.00125,0.108,0.68,159.839,audio_features,2c8sgbZoEanC3QyFNZxUcA,spotify:track:2c8sgbZoEanC3QyFNZxUcA,https://api.spotify.com/v1/tracks/2c8sgbZoEanC3QyFNZxUcA,https://api.spotify.com/v1/audio-analysis/2c8sgbZoEanC3QyFNZxUcA,218947,4,Underground Rap,Flexicution,,2c8sgbZoEanC3QyFNZxUcA,Logic
55,0.765,0.574,5,-8.456,1,0.31,0.0585,0.0,0.22,0.606,140.017,audio_features,2PCKWNZYcwyFKd4lVRWE8k,spotify:track:2PCKWNZYcwyFKd4lVRWE8k,https://api.spotify.com/v1/tracks/2PCKWNZYcwyFKd4lVRWE8k,https://api.spotify.com/v1/audio-analysis/2PCKWNZYcwyFKd4lVRWE8k,147413,4,Underground Rap,LA LA,,2PCKWNZYcwyFKd4lVRWE8k,Ski Mask The Slump God
59,0.754,0.7120000000000001,6,-6.61,0,0.214,0.243,0.0,0.366,0.573,135.153,audio_features,4HVGfdL1I58QjPA4WMC4am,spotify:track:4HVGfdL1I58QjPA4WMC4am,https://api.spotify.com/v1/tracks/4HVGfdL1I58QjPA4WMC4am,https://api.spotify.com/v1/audio-analysis/4HVGfdL1I58QjPA4WMC4am,188500,4,Underground Rap,"All I Do Is Splash (feat. Wiz Khalifa, Sosamann)",,4HVGfdL1I58QjPA4WMC4am,DP Beats
60,0.516,0.69,5,-5.546,0,0.4629999999999999,0.521,0.0,0.113,0.597,175.75599999999997,audio_features,1R6hfLsOtcTNV7GKj9NjID,spotify:track:1R6hfLsOtcTNV7GKj9NjID,https://api.spotify.com/v1/tracks/1R6hfLsOtcTNV7GKj9NjID,https://api.spotify.com/v1/audio-analysis/1R6hfLsOtcTNV7GKj9NjID,120000,5,Underground Rap,Supreme Freestyle,,1R6hfLsOtcTNV7GKj9NjID,Elz
61,0.88,0.728,8,-7.093,1,0.353,0.0343,0.0,0.0826,0.939,160.032,audio_features,1nAFUeYbo6YKZuMAs0kAD9,spotify:track:1nAFUeYbo6YKZuMAs0kAD9,https://api.spotify.com/v1/tracks/1nAFUeYbo6YKZuMAs0kAD9,https://api.spotify.com/v1/audio-analysis/1nAFUeYbo6YKZuMAs0kAD9,146879,4,Underground Rap,SPACE PUNKS,,1nAFUeYbo6YKZuMAs0kAD9,Xavier Wulf
62,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,audio_features,2QpGZOhTCHHiKmpSO9FW4h,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,https://api.spotify.com/v1/tracks/2QpGZOhTCHHiKmpSO9FW4h,https://api.spotify.com/v1/audio-analysis/2QpGZOhTCHHiKmpSO9FW4h,104591,4,Underground Rap,Follow God,,2QpGZOhTCHHiKmpSO9FW4h,Kanye West
63,0.5920000000000001,0.457,9,-6.081,0,0.0603,0.6609999999999999,0.000331,0.146,0.225,146.04,audio_features,2ZRo7axmMPeSVUvDbGkJah,spotify:track:2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,110886,4,Underground Rap,Hope,,2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION
64,0.79,0.47,1,-8.594,1,0.223,0.49,0.0,0.0884,0.53,126.992,audio_features,6QvxTX9zvo4u7XhP9vOP3n,spotify:track:6QvxTX9zvo4u7XhP9vOP3n,https://api.spotify.com/v1/tracks/6QvxTX9zvo4u7XhP9vOP3n,https://api.spotify.com/v1/audio-analysis/6QvxTX9zvo4u7XhP9vOP3n,146467,4,Underground Rap,untitled 07 | levitate,,6QvxTX9zvo4u7XhP9vOP3n,Kendrick Lamar
65,0.919,0.639,11,-12.179,1,0.0812,0.0344,0.7959999999999999,0.12,0.7609999999999999,130.028,audio_features,4D1gdF99plv6xKz7fSrP0L,spotify:track:4D1gdF99plv6xKz7fSrP0L,https://api.spotify.com/v1/tracks/4D1gdF99plv6xKz7fSrP0L,https://api.spotify.com/v1/audio-analysis/4D1gdF99plv6xKz7fSrP0L,253548,4,Underground Rap,187-211,,4D1gdF99plv6xKz7fSrP0L,Devilish Trio
66,0.77,0.629,5,-8.491,1,0.355,0.18,0.0,0.0906,0.44,173.892,audio_features,6XuTxLuDOhsCnzu6yeE8J9,spotify:track:6XuTxLuDOhsCnzu6yeE8J9,https://api.spotify.com/v1/tracks/6XuTxLuDOhsCnzu6yeE8J9,https://api.spotify.com/v1/audio-analysis/6XuTxLuDOhsCnzu6yeE8J9,149000,4,Underground Rap,We Gone Win,,6XuTxLuDOhsCnzu6yeE8J9,Comethazine
67,0.54,0.695,1,-8.131,1,0.34,0.0155,0.313,0.135,0.369,178.18099999999998,audio_features,7eAbyTWoq2XHIDFAslXsjN,spotify:track:7eAbyTWoq2XHIDFAslXsjN,https://api.spotify.com/v1/tracks/7eAbyTWoq2XHIDFAslXsjN,https://api.spotify.com/v1/audio-analysis/7eAbyTWoq2XHIDFAslXsjN,256227,4,Underground Rap,My World,,7eAbyTWoq2XHIDFAslXsjN,O.C.
68,0.7240000000000001,0.722,10,-7.153,0,0.326,0.0339,0.0,0.132,0.246,145.7,audio_features,77Es9WtmUS3grn3tTWZoG6,spotify:track:77Es9WtmUS3grn3tTWZoG6,https://api.spotify.com/v1/tracks/77Es9WtmUS3grn3tTWZoG6,https://api.spotify.com/v1/audio-analysis/77Es9WtmUS3grn3tTWZoG6,184664,4,Underground Rap,Chiraq,,77Es9WtmUS3grn3tTWZoG6,DJ 45
69,0.8059999999999999,0.7490000000000001,6,-7.064,0,0.392,0.784,0.0,0.546,0.8540000000000001,126.091,audio_features,7IZ6IgYCe0kYXA6Kcll7TU,spotify:track:7IZ6IgYCe0kYXA6Kcll7TU,https://api.spotify.com/v1/tracks/7IZ6IgYCe0kYXA6Kcll7TU,https://api.spotify.com/v1/audio-analysis/7IZ6IgYCe0kYXA6Kcll7TU,326496,4,Underground Rap,Juice Wrld Freestyles to Codeine Crazy,,7IZ6IgYCe0kYXA6Kcll7TU,TeRex Productions
70,0.5760000000000001,0.476,1,-8.902999999999999,1,0.222,0.0233,0.000105,0.18,0.214,107.889,audio_features,0bPSJK11NdX3ooriHqZggD,spotify:track:0bPSJK11NdX3ooriHqZggD,https://api.spotify.com/v1/tracks/0bPSJK11NdX3ooriHqZggD,https://api.spotify.com/v1/audio-analysis/0bPSJK11NdX3ooriHqZggD,118399,3,Underground Rap,3:57am,,0bPSJK11NdX3ooriHqZggD,SheLovesMeechie
71,0.757,0.946,5,-4.171,1,0.0447,0.151,0.0,0.295,0.351,140.056,audio_features,2VHrAUlfqrgrnsgGpiQvg7,spotify:track:2VHrAUlfqrgrnsgGpiQvg7,https://api.spotify.com/v1/tracks/2VHrAUlfqrgrnsgGpiQvg7,https://api.spotify.com/v1/audio-analysis/2VHrAUlfqrgrnsgGpiQvg7,111490,4,Underground Rap,Not Much To Look At,,2VHrAUlfqrgrnsgGpiQvg7,$uicideboy$
75,0.8540000000000001,0.416,0,-10.474,1,0.105,0.121,0.213,0.106,0.38,130.002,audio_features,2Rj5TXc2G7sv7rAqJntMgn,spotify:track:2Rj5TXc2G7sv7rAqJntMgn,https://api.spotify.com/v1/tracks/2Rj5TXc2G7sv7rAqJntMgn,https://api.spotify.com/v1/audio-analysis/2Rj5TXc2G7sv7rAqJntMgn,225358,4,Underground Rap,Function,,2Rj5TXc2G7sv7rAqJntMgn,6 Senz
