danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.495,0.7190000000000001,4.0,-6.84,0.0,0.131,0.133,0.0,0.152,0.3229999999999999,189.564,206893.0,4.0
0.7340000000000001,0.746,7.0,-7.797000000000001,1.0,0.0542,0.000799,0.0,0.119,0.562,168.354,160613.0,4.0
0.925,0.308,11.0,-6.562,0.0,0.3379999999999999,0.125,0.0,0.0933,0.265,122.099,145507.0,4.0
0.752,0.7140000000000001,7.0,-6.0920000000000005,1.0,0.351,0.0646,0.0,0.307,0.637,174.06400000000002,176760.0,4.0
0.72,0.802,1.0,-5.797000000000001,1.0,0.0582,0.0921,0.0,0.6940000000000001,0.723,124.043,229360.0,4.0
0.951,0.422,1.0,-7.3,0.0,0.356,0.475,0.0,0.11,0.63,119.868,90494.0,4.0
0.64,0.519,1.0,-6.757000000000001,0.0,0.188,0.25,0.0,0.0883,0.252,206.718,143493.0,4.0
0.907,0.637,10.0,-5.497999999999999,1.0,0.1169999999999999,0.0713,0.0,0.0816,0.496,130.012,177652.0,4.0
0.789,0.753,4.0,-7.395,0.0,0.0324,0.106,4.08e-05,0.298,0.81,110.544,311600.0,4.0
0.758,0.642,7.0,-8.128,0.0,0.221,0.0745,0.0,0.191,0.701,142.078,268067.0,4.0
0.531,0.574,10.0,-6.693,0.0,0.113,0.114,0.0308,0.256,0.272,115.68,232467.0,5.0
0.644,0.5479999999999999,1.0,-5.416,0.0,0.0286,0.0209,8.68e-06,0.134,0.166,180.084,253813.0,4.0
0.461,0.7020000000000001,7.0,-8.204,1.0,0.4039999999999999,0.327,0.00109,0.244,0.507,155.00799999999998,174091.0,4.0
0.675,0.44,9.0,-9.298,0.0,0.349,0.545,6.24e-06,0.1969999999999999,0.0338,109.823,264200.0,4.0
0.509,0.72,1.0,-6.935,1.0,0.0682,0.196,0.0,0.284,0.505,130.063,288387.0,4.0
0.765,0.48,8.0,-7.896,1.0,0.0448,0.0434,0.0147,0.0687,0.6409999999999999,134.035,262291.0,4.0
0.73,0.552,2.0,-8.177,0.0,0.146,0.18,6.14e-05,0.2239999999999999,0.613,168.09099999999998,289173.0,4.0
0.763,0.657,8.0,-7.47,1.0,0.0594,0.0453,1.96e-06,0.037,0.519,186.058,251937.0,4.0
0.889,0.84,10.0,-9.281,0.0,0.0741,0.0144,3.36e-06,0.046,0.6970000000000001,124.62,320213.0,4.0
0.5710000000000001,0.747,7.0,-4.659,1.0,0.17,0.478,0.0,0.1159999999999999,0.635,212.506,259651.0,4.0
0.708,0.426,0.0,-5.847,1.0,0.0446,0.1169999999999999,0.0,0.201,0.472,123.316,229600.0,4.0
0.644,0.746,7.0,-4.941,1.0,0.341,0.0071,1.22e-05,0.0743,0.355,210.506,240280.0,4.0
0.851,0.569,1.0,-5.084,1.0,0.335,0.4679999999999999,0.0,0.11,0.212,113.837,167490.0,5.0
0.669,0.532,5.0,-8.255,0.0,0.209,0.0038,0.0,0.268,0.386,177.46599999999998,273520.0,4.0
0.58,0.0978,1.0,-13.519,0.0,0.332,0.624,0.0,0.1119999999999999,0.389,170.803,104438.0,3.0
0.691,0.6409999999999999,1.0,-4.791,1.0,0.0652,0.0535,0.0,0.2739999999999999,0.3779999999999999,119.924,224338.0,4.0
0.942,0.3829999999999999,10.0,-8.099,1.0,0.565,0.00195,0.0,0.0922,0.38,200.042,177806.0,4.0
0.518,0.7020000000000001,1.0,-6.91,0.0,0.208,0.128,0.0,0.075,0.878,134.965,193833.0,4.0
0.547,0.594,6.0,-8.389,1.0,0.155,0.0504,0.0,0.0746,0.501,163.8,205640.0,4.0
0.442,0.18,10.0,-8.05,1.0,0.048,0.962,8.52e-06,0.1119999999999999,0.233,215.669,217200.0,3.0
0.769,0.427,0.0,-6.105,1.0,0.316,0.386,0.0,0.0731,0.0393,149.95600000000002,135413.0,4.0
0.479,0.431,1.0,-4.675,1.0,0.0645,0.352,0.0,0.1,0.31,140.067,125000.0,3.0
0.429,0.757,1.0,-2.912,1.0,0.0306,0.14,0.0,0.144,0.5379999999999999,165.03400000000002,203240.0,4.0
0.7609999999999999,0.69,11.0,-5.56,1.0,0.11,0.0225,0.0,0.34,0.742,114.987,235480.0,4.0
0.901,0.4639999999999999,5.0,-9.789,0.0,0.0645,0.368,1.7100000000000002e-05,0.238,0.638,109.004,203267.0,4.0
0.653,0.628,3.0,-4.976,0.0,0.0786,0.212,0.0,0.2,0.7070000000000001,188.02,267680.0,4.0
0.763,0.7859999999999999,7.0,-7.582000000000001,1.0,0.0274,0.172,0.39,0.163,0.83,125.079,207607.0,4.0
0.81,0.755,0.0,-6.408,1.0,0.201,0.288,0.0,0.0857,0.623,130.99,246573.0,4.0
0.813,0.8079999999999999,2.0,-5.541,1.0,0.286,0.0069299999999999,0.0,0.133,0.547,181.993,192132.0,4.0
0.45,0.3,7.0,-9.53,1.0,0.0477,0.634,3.1e-06,0.142,0.207,192.788,160160.0,4.0
0.82,0.691,6.0,-6.646,0.0,0.0723,0.0115,0.0,0.344,0.6829999999999999,142.02700000000002,135739.0,4.0
0.642,0.7929999999999999,11.0,-6.799,0.0,0.0691,0.159,0.000557,0.305,0.623,114.96,283933.0,4.0
0.74,0.843,7.0,-5.422000000000001,1.0,0.241,0.147,0.0,0.364,0.838,191.868,176440.0,4.0
0.7659999999999999,0.408,0.0,-10.724,1.0,0.0839,0.0014199999999999,0.000998,0.115,0.15,195.926,240000.0,4.0
0.7040000000000001,0.7070000000000001,1.0,-6.537000000000001,0.0,0.0391,0.539,0.00106,0.318,0.7609999999999999,186.29,294787.0,4.0
0.5660000000000001,0.7490000000000001,6.0,-3.506,0.0,0.287,0.0194,0.0,0.0485,0.4589999999999999,170.22799999999998,197560.0,4.0
0.758,0.613,9.0,-4.851,0.0,0.37,0.245,4.36e-05,0.111,0.491,145.756,214732.0,5.0
0.507,0.612,1.0,-5.196000000000001,0.0,0.0473,0.0906,0.0,0.102,0.209,125.739,213333.0,4.0
0.4579999999999999,0.445,9.0,-8.391,0.0,0.361,0.64,0.0,0.118,0.447,165.64,220053.0,5.0
0.82,0.8540000000000001,1.0,-4.1530000000000005,1.0,0.22,0.239,0.0,0.359,0.574,205.246,192440.0,4.0
0.696,0.57,0.0,-9.084,1.0,0.557,0.6729999999999999,3.02e-06,0.098,0.3289999999999999,153.952,189231.0,4.0
0.7340000000000001,0.437,6.0,-6.124,0.0,0.0879,0.223,0.0028,0.215,0.636,143.961,187893.0,4.0
0.92,0.5529999999999999,6.0,-5.0680000000000005,1.0,0.191,0.236,0.0,0.0767,0.947,112.022,286907.0,5.0
0.72,0.7340000000000001,6.0,-4.515,1.0,0.0316,0.0856,0.0,0.303,0.37,115.999,298053.0,4.0
0.772,0.8909999999999999,1.0,-3.029,1.0,0.183,0.128,0.0,0.3229999999999999,0.8490000000000001,190.612,217440.0,4.0
0.664,0.61,7.0,-6.432,0.0,0.3389999999999999,0.145,0.0,0.0969999999999999,0.472,152.048,284040.0,4.0
0.892,0.628,1.0,-3.832,1.0,0.216,0.1689999999999999,0.0,0.102,0.6759999999999999,184.126,266067.0,4.0
0.6559999999999999,0.542,7.0,-7.358,1.0,0.3229999999999999,0.0484,0.0,0.106,0.551,166.11,142320.0,4.0
0.778,0.867,10.0,-4.652,0.0,0.0787,0.159,0.0,0.382,0.5539999999999999,112.6,263253.0,4.0
0.71,0.648,8.0,-7.31,1.0,0.231,0.0904,0.0,0.266,0.41,160.061,120019.0,4.0
0.795,0.56,2.0,-8.908,1.0,0.0659,0.00867,0.0,0.226,0.635,199.844,240667.0,4.0
0.706,0.579,5.0,-2.931,1.0,0.0339,0.6759999999999999,0.0,0.272,0.722,204.108,182587.0,4.0
0.5720000000000001,0.519,2.0,-7.0920000000000005,0.0,0.212,0.536,0.0,0.102,0.35,128.33100000000002,181860.0,4.0
0.856,0.429,11.0,-6.964,1.0,0.0586,0.195,6.66e-06,0.0453,0.51,116.073,258337.0,4.0
0.418,0.546,0.0,-9.057,0.0,0.238,0.2269999999999999,0.0,0.2289999999999999,0.294,160.15200000000002,208813.0,4.0
0.317,0.532,1.0,-14.007,1.0,0.123,0.257,0.0,0.241,0.491,157.691,334421.0,4.0
0.573,0.7120000000000001,0.0,-5.976,1.0,0.0732,0.0572,0.0,0.1669999999999999,0.346,140.012,259720.0,4.0
0.452,0.359,2.0,-5.943,1.0,0.0341,0.732,0.0,0.168,0.2739999999999999,197.39,109907.0,3.0
0.7659999999999999,0.599,8.0,-4.377,1.0,0.238,0.0588,0.0,0.3939999999999999,0.315,133.886,136411.0,4.0
0.8190000000000001,0.616,1.0,-5.534,1.0,0.1669999999999999,0.0599,0.0,0.143,0.524,174.986,142669.0,4.0
0.83,0.857,8.0,-4.194,0.0,0.152,0.262,0.0,0.413,0.607,137.982,240747.0,4.0
0.348,0.372,10.0,-9.121,1.0,0.0352,0.978,0.181,0.122,0.125,194.108,250130.0,4.0
0.51,0.8170000000000001,0.0,-5.308,1.0,0.352,0.369,0.0,0.262,0.74,185.84,210173.0,4.0
0.596,0.507,0.0,-7.075,1.0,0.0495,0.242,2.88e-06,0.127,0.146,129.942,196771.0,4.0
0.936,0.523,5.0,-6.71,1.0,0.0597,0.239,0.0,0.1169999999999999,0.6990000000000001,119.889,124056.0,4.0
0.941,0.631,1.0,-5.997999999999999,0.0,0.114,0.0366,1.8e-06,0.0311,0.63,128.597,263373.0,4.0
0.665,0.609,1.0,-8.187999999999999,1.0,0.0468,0.11,1.28e-05,0.555,0.387,188.904,214600.0,4.0
0.743,0.767,6.0,-2.944,1.0,0.168,0.143,0.0,0.0421,0.82,170.53900000000002,235133.0,4.0
0.466,0.759,8.0,-4.978,0.0,0.1989999999999999,0.0521,0.0,0.0587,0.3279999999999999,160.033,264373.0,4.0
0.645,0.705,1.0,-5.008,1.0,0.299,0.000813,0.0,0.128,0.376,137.13299999999998,229670.0,4.0
0.5670000000000001,0.913,8.0,-6.471,1.0,0.0736,0.0934,0.000124,0.114,0.792,186.7,210926.0,4.0
0.392,0.8390000000000001,7.0,-1.921,1.0,0.193,0.158,0.0,0.3,0.2319999999999999,168.00099999999998,238693.0,4.0
0.933,0.488,1.0,-9.327,0.0,0.149,0.0106,0.00107,0.0958,0.21,142.064,175775.0,4.0
0.316,0.63,5.0,-5.962999999999999,1.0,0.1169999999999999,0.471,0.262,0.205,0.313,179.28599999999997,153294.0,1.0
0.512,0.184,9.0,-8.812000000000001,0.0,0.0587,0.866,0.0,0.284,0.37,171.64,230930.0,4.0
0.833,0.539,11.0,-7.399,0.0,0.178,0.163,2.1e-06,0.1009999999999999,0.385,199.894,149520.0,4.0
0.63,0.437,4.0,-8.113,0.0,0.125,0.231,0.0,0.0885,0.455,131.996,131107.0,4.0
0.8370000000000001,0.578,8.0,-4.696000000000001,0.0,0.0965,0.0772,0.0,0.0455,0.922,138.043,332800.0,4.0
0.745,0.6459999999999999,6.0,-6.987,0.0,0.17,0.157,0.0,0.3379999999999999,0.46,159.986,203908.0,4.0
0.6729999999999999,0.4639999999999999,10.0,-6.864,0.0,0.201,0.0933,0.0,0.21,0.762,171.043,235600.0,4.0
0.6679999999999999,0.664,8.0,-4.736000000000001,1.0,0.0374,0.0205,0.0,0.1119999999999999,0.3379999999999999,114.991,265813.0,4.0
0.818,0.799,1.0,-4.1,0.0,0.156,0.00107,0.128,0.057,0.0815,200.028,213733.0,4.0
0.934,0.407,0.0,-8.058,1.0,0.345,0.00365,0.0,0.11,0.0793,140.024,192000.0,4.0
0.263,0.6629999999999999,9.0,-8.264,1.0,0.19,0.589,0.00451,0.342,0.25,167.271,366733.0,4.0
0.74,0.586,0.0,-8.244,0.0,0.0483,0.361,7.24e-06,0.083,0.523,159.994,204129.0,4.0
0.525,0.629,1.0,-4.707,1.0,0.106,0.0316,0.0,0.0768,0.284,169.398,163480.0,4.0
0.925,0.737,8.0,-1.2919999999999998,1.0,0.0777,0.092,0.0,0.1689999999999999,0.603,133.946,222240.0,4.0
0.665,0.6509999999999999,1.0,-5.515,1.0,0.156,0.0414,0.0,0.0896,0.237,163.935,175755.0,4.0
0.725,0.888,5.0,-4.272,1.0,0.246,0.384,0.0026899999999999,0.163,0.595,174.02200000000002,154483.0,4.0
0.836,0.493,11.0,-7.011,0.0,0.13,0.0414,0.0,0.0852,0.7809999999999999,122.049,236000.0,4.0
0.471,0.447,2.0,-12.319,0.0,0.217,0.708,0.0,0.0982,0.397,119.027,161947.0,4.0
0.6629999999999999,0.693,7.0,-5.776,0.0,0.0635,0.0379,0.0,0.162,0.391,120.026,186307.0,4.0
0.7390000000000001,0.527,0.0,-9.553,0.0,0.2739999999999999,0.0194,0.0,0.1939999999999999,0.505,169.946,166588.0,4.0
0.6940000000000001,0.83,1.0,-4.816,0.0,0.104,0.0507,0.0,0.331,0.4479999999999999,144.017,269133.0,4.0
0.7909999999999999,0.816,10.0,-5.013999999999999,0.0,0.149,0.0995,0.0,0.4539999999999999,0.687,125.032,233747.0,4.0
0.769,0.6459999999999999,1.0,-6.653,1.0,0.1989999999999999,0.0566,0.0,0.406,0.433,180.158,278693.0,4.0
0.923,0.508,1.0,-8.668,1.0,0.0468,0.104,1.21e-05,0.126,0.168,108.039,126667.0,4.0
0.8059999999999999,0.41,6.0,-9.824,1.0,0.0363,0.36,0.00293,0.132,0.713,135.97799999999998,160587.0,4.0
0.708,0.507,6.0,-8.876,0.0,0.0549,0.1169999999999999,0.000547,0.1009999999999999,0.5429999999999999,153.514,177517.0,4.0
0.657,0.711,0.0,-5.355,1.0,0.374,0.0135,0.0,0.221,0.368,173.91400000000002,221522.0,4.0
0.785,0.794,2.0,-2.197,1.0,0.113,0.103,0.0,0.196,0.7829999999999999,210.0,217213.0,4.0
0.6679999999999999,0.6729999999999999,1.0,-5.714,1.0,0.145,0.48,0.0,0.1939999999999999,0.727,171.812,232000.0,4.0
0.865,0.381,9.0,-8.593,0.0,0.0377,0.0958,0.00155,0.1169999999999999,0.322,124.974,238144.0,4.0
0.6809999999999999,0.55,5.0,-8.89,0.0,0.159,0.128,4.17e-05,0.0802,0.294,128.894,180380.0,4.0
0.747,0.937,0.0,-5.746,1.0,0.0453,0.0208,0.0,0.29,0.7390000000000001,207.952,224653.0,4.0
0.949,0.79,8.0,-5.957000000000001,1.0,0.0756,0.00437,0.0,0.0816,0.807,117.002,246053.0,4.0
0.375,0.862,11.0,-3.363,0.0,0.255,0.071,0.0,0.211,0.478,159.841,338853.0,4.0
0.754,0.319,0.0,-8.773,1.0,0.0464,0.425,1.1e-06,0.127,0.382,129.858,279360.0,4.0
0.51,0.363,5.0,-8.635,1.0,0.0304,0.853,0.0,0.109,0.426,156.0,254919.0,4.0
0.866,0.7490000000000001,2.0,-3.977,1.0,0.253,0.15,0.0,0.0614,0.8909999999999999,184.148,250747.0,4.0
0.647,0.478,8.0,-8.837,1.0,0.0782,0.547,2.69e-05,0.156,0.3329999999999999,135.877,232907.0,4.0
0.82,0.47,8.0,-7.181,1.0,0.0458,0.00435,0.0,0.141,0.313,132.003,280173.0,4.0
0.59,0.7759999999999999,10.0,-5.464,0.0,0.318,0.0163,0.0,0.0819,0.7120000000000001,163.74,297920.0,4.0
0.743,0.347,1.0,-11.174,1.0,0.121,0.1669999999999999,0.00951,0.103,0.5720000000000001,160.143,326933.0,4.0
0.625,0.479,1.0,-8.767999999999999,1.0,0.272,0.0562,0.0,0.0715,0.555,196.054,161698.0,4.0
0.498,0.65,7.0,-7.947,1.0,0.064,0.0196,0.00109,0.145,0.115,184.588,278912.0,4.0
0.585,0.45,0.0,-9.727,1.0,0.0312,0.0859,1.59e-05,0.1169999999999999,0.2019999999999999,139.95,237673.0,4.0
0.866,0.4379999999999999,7.0,-8.943,1.0,0.0719,0.177,0.0,0.0743,0.695,129.039,223258.0,4.0
0.6729999999999999,0.747,11.0,-5.148,0.0,0.373,0.051,0.0,0.102,0.596,185.978,243760.0,4.0
0.573,0.753,5.0,-3.43,0.0,0.134,0.492,0.0,0.113,0.424,139.645,162825.0,4.0
0.556,0.618,10.0,-7.471,0.0,0.0463,0.00558,0.0003509999999999,0.153,0.121,161.97,286573.0,4.0
0.649,0.5579999999999999,4.0,-5.675,0.0,0.425,0.206,1.05e-06,0.156,0.15,150.174,177339.0,4.0
0.769,0.797,9.0,-4.367,1.0,0.0922,0.0995,5.52e-06,0.149,0.62,213.02,264147.0,4.0
0.934,0.505,11.0,-7.648,1.0,0.168,0.0229,0.0,0.0867,0.691,139.93,181714.0,4.0
0.198,0.162,1.0,-15.815,1.0,0.0343,0.926,0.00896,0.135,0.0527,140.906,185523.0,1.0
0.519,0.272,0.0,-12.883,0.0,0.125,0.68,0.0,0.108,0.159,185.882,253933.0,4.0
0.5660000000000001,0.544,11.0,-12.455,0.0,0.368,0.497,0.0,0.423,0.564,180.212,197350.0,4.0
0.6509999999999999,0.477,2.0,-6.775,1.0,0.0443,0.0796,0.0,0.1,0.217,112.668,191587.0,4.0
0.435,0.802,1.0,-6.871,1.0,0.324,0.00376,0.0,0.467,0.4539999999999999,168.53400000000002,207000.0,4.0
0.633,0.471,1.0,-9.284,1.0,0.282,0.0279999999999999,4.42e-06,0.166,0.375,129.17,231718.0,4.0
0.875,0.843,7.0,-3.772,1.0,0.0368,0.00469,0.00381,0.106,0.733,110.792,297973.0,4.0
0.677,0.52,4.0,-6.255,0.0,0.3339999999999999,0.00277,0.0,0.0532,0.768,203.862,193093.0,4.0
0.7959999999999999,0.705,5.0,-4.82,0.0,0.0358,0.0332,2.14e-06,0.0809,0.774,113.964,228973.0,4.0
0.409,0.6779999999999999,9.0,-7.731,1.0,0.0878,0.359,4.76e-06,0.1669999999999999,0.168,179.93599999999998,280842.0,4.0
0.873,0.3339999999999999,0.0,-10.75,1.0,0.0659,0.546,0.000275,0.113,0.4539999999999999,115.963,215378.0,4.0
0.5820000000000001,0.525,1.0,-7.162999999999999,0.0,0.0627,0.111,0.0,0.134,0.51,133.249,260253.0,4.0
0.599,0.857,7.0,-5.7,1.0,0.299,0.0321,0.0,0.4,0.469,187.985,151915.0,4.0
0.954,0.645,4.0,-4.244,0.0,0.131,0.0282,0.0,0.103,0.496,120.006,200912.0,4.0
0.767,0.6890000000000001,10.0,-5.573,0.0,0.0852,0.103,0.0,0.0786,0.555,154.957,164133.0,4.0
0.602,0.785,7.0,-6.129,1.0,0.0578,0.245,0.0,0.19,0.565,168.076,214480.0,4.0
0.51,0.757,4.0,-6.417999999999999,1.0,0.045,0.0601,0.0,0.179,0.626,146.782,186140.0,4.0
0.769,0.747,1.0,-3.788,1.0,0.2239999999999999,0.017,0.0,0.3379999999999999,0.301,181.99400000000003,260133.0,4.0
0.522,0.278,9.0,-11.512,1.0,0.0354,0.799,0.0,0.132,0.1939999999999999,152.076,196320.0,3.0
0.747,0.8340000000000001,3.0,-2.867,0.0,0.045,0.374,0.0,0.0586,0.687,128.005,215760.0,4.0
0.767,0.6779999999999999,0.0,-6.249,1.0,0.054,0.0221,4.8200000000000006e-05,0.258,0.217,121.01,168636.0,4.0
0.588,0.877,8.0,-4.78,1.0,0.16,0.00952,0.0,0.171,0.645,155.165,326187.0,4.0
0.593,0.956,10.0,-4.001,0.0,0.32,0.0943,0.0,0.0267,0.865,126.422,215320.0,5.0
0.672,0.77,8.0,-5.454,1.0,0.295,0.0169,0.0,0.08,0.667,164.14,297920.0,4.0
0.684,0.606,5.0,-7.268,0.0,0.0504,0.17,0.0,0.0579999999999999,0.723,127.901,275107.0,4.0
0.412,0.667,6.0,-6.997000000000001,1.0,0.2289999999999999,0.195,0.0,0.305,0.5329999999999999,137.884,276373.0,3.0
0.7090000000000001,0.65,7.0,-7.371,1.0,0.273,0.251,2.32e-05,0.0731,0.5429999999999999,176.141,295720.0,4.0
0.5760000000000001,0.173,11.0,-11.239,0.0,0.0392,0.899,0.0,0.108,0.354,124.973,162261.0,4.0
0.491,0.5589999999999999,1.0,-6.557,1.0,0.33,0.41,0.0,0.0842,0.486,187.884,200827.0,4.0
0.735,0.8240000000000001,10.0,-4.143,0.0,0.036,0.615,0.0,0.158,0.726,200.404,211666.0,4.0
0.733,0.408,7.0,-7.834,0.0,0.0388,0.679,3.92e-05,0.11,0.291,189.894,197854.0,4.0
0.474,0.6809999999999999,4.0,-3.4730000000000003,0.0,0.038,0.0263,4.270000000000001e-05,0.0972,0.0384,121.96,283270.0,4.0
0.733,0.794,7.0,-6.909,1.0,0.223,0.259,0.0,0.483,0.8320000000000001,191.754,175560.0,4.0
0.8540000000000001,0.569,5.0,-8.151,0.0,0.106,0.0609,0.0816,0.1,0.294,160.03,205040.0,4.0
0.489,0.6920000000000001,1.0,-6.672000000000001,1.0,0.41,0.0322,0.0060799999999999,0.315,0.527,193.892,237707.0,4.0
0.78,0.493,2.0,-6.516,1.0,0.124,0.181,0.0,0.108,0.82,134.086,232840.0,4.0
0.929,0.723,11.0,-5.792000000000001,0.0,0.109,0.0672,0.0,0.346,0.4579999999999999,125.022,223962.0,4.0
0.578,0.7140000000000001,11.0,-3.551,0.0,0.0349,0.0846,0.0,0.139,0.145,146.014,187547.0,4.0
0.6990000000000001,0.255,4.0,-8.647,0.0,0.0303,0.405,0.00242,0.0985,0.242,132.031,106333.0,3.0
0.501,0.301,3.0,-10.8,0.0,0.0366,0.758,0.00793,0.107,0.179,122.934,321827.0,4.0
0.762,0.748,0.0,-4.15,0.0,0.033,0.0266,0.0,0.348,0.851,110.009,199027.0,4.0
0.731,0.701,2.0,-5.942,0.0,0.132,0.0788,0.0,0.186,0.645,146.558,248733.0,4.0
0.741,0.7609999999999999,4.0,-3.871,0.0,0.0512,0.235,0.0,0.119,0.217,163.086,149576.0,4.0
0.555,0.4479999999999999,1.0,-10.526,1.0,0.289,0.7709999999999999,0.000847,0.13,0.3879999999999999,161.678,325818.0,4.0
0.674,0.7290000000000001,11.0,-4.905,0.0,0.0439,0.206,3.51e-06,0.369,0.602,185.97,258667.0,4.0
0.774,0.512,11.0,-10.166,0.0,0.2,0.078,0.0,0.249,0.6629999999999999,149.266,373973.0,4.0
0.901,0.529,2.0,-4.4430000000000005,1.0,0.191,0.0519,0.0,0.179,0.146,138.003,307660.0,4.0
0.5720000000000001,0.5720000000000001,6.0,-8.324,1.0,0.3,0.254,0.0,0.191,0.61,189.794,207187.0,4.0
0.498,0.57,1.0,-5.99,0.0,0.148,0.211,0.0,0.311,0.315,175.44799999999998,210000.0,4.0
0.6920000000000001,0.4639999999999999,9.0,-7.004,0.0,0.0422,0.526,0.0,0.106,0.484,193.798,208823.0,4.0
0.643,0.907,5.0,-6.167000000000001,0.0,0.372,0.111,0.0,0.437,0.777,161.834,214293.0,4.0
0.498,0.688,8.0,-6.58,1.0,0.452,0.18,0.0,0.481,0.507,147.899,315040.0,4.0
0.718,0.396,10.0,-12.539,0.0,0.0357,0.148,1.0800000000000002e-05,0.176,0.3379999999999999,207.988,264242.0,4.0
0.727,0.649,0.0,-5.356,1.0,0.0338,0.6609999999999999,0.0,0.111,0.669,129.99200000000002,254533.0,4.0
0.723,0.647,0.0,-5.7860000000000005,0.0,0.125,0.0761,0.0,0.201,0.5660000000000001,196.004,249920.0,4.0
0.679,0.728,5.0,-3.092,0.0,0.154,0.159,0.0,0.107,0.46,152.001,181013.0,4.0
0.7490000000000001,0.583,11.0,-6.375,1.0,0.1969999999999999,0.193,0.0,0.0846,0.606,149.964,191970.0,4.0
0.647,0.7490000000000001,8.0,-5.019,1.0,0.0478,0.0386,0.0,0.298,0.659,153.68,223507.0,4.0
0.6579999999999999,0.621,1.0,-5.725,1.0,0.231,0.0667,2.46e-06,0.142,0.8170000000000001,182.534,246707.0,4.0
0.532,0.642,5.0,-4.891,0.0,0.111,0.0548,0.000246,0.0991,0.536,193.016,232187.0,4.0
0.629,0.515,0.0,-10.358,0.0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387.0,4.0
0.7659999999999999,0.882,2.0,-1.4780000000000002,1.0,0.281,0.0289,0.0,0.299,0.43,189.958,229587.0,4.0
0.617,0.5770000000000001,7.0,-5.653,0.0,0.24,0.361,0.0,0.208,0.8,145.907,131502.0,4.0
0.733,0.664,8.0,-6.162999999999999,1.0,0.295,0.102,0.0,0.191,0.557,148.005,288133.0,4.0
0.636,0.5660000000000001,6.0,-7.16,0.0,0.106,0.365,0.0003529999999999,0.0917,0.425,151.894,235987.0,4.0
0.737,0.429,4.0,-10.252,0.0,0.0785,0.632,0.0,0.104,0.147,199.91,185400.0,4.0
0.795,0.594,0.0,-6.2,1.0,0.0747,0.111,0.0,0.162,0.409,135.002,275080.0,4.0
0.648,0.767,8.0,-5.052,1.0,0.0608,0.0219,0.0,0.19,0.7959999999999999,141.906,207400.0,4.0
0.352,0.354,7.0,-11.896,0.0,0.0569,0.356,7.65e-06,0.0999,0.2239999999999999,164.334,234146.0,4.0
0.731,0.368,8.0,-10.38,1.0,0.0688,0.0054399999999999,0.0,0.193,0.512,145.171,265333.0,4.0
0.7290000000000001,0.687,8.0,-8.06,0.0,0.25,0.0108,0.0,0.162,0.6829999999999999,160.085,179831.0,4.0
0.693,0.599,9.0,-5.971,1.0,0.263,0.417,0.0,0.0963,0.632,147.886,198173.0,4.0
0.693,0.879,0.0,-3.988,1.0,0.0578,0.193,0.0,0.124,0.753,127.457,223694.0,4.0
0.6990000000000001,0.693,1.0,-6.046,1.0,0.175,0.275,0.0,0.619,0.913,172.106,204040.0,4.0
0.607,0.934,3.0,-4.217,1.0,0.0314,0.0327,0.0,0.0909,0.568,122.01,201547.0,4.0
0.812,0.8740000000000001,6.0,-6.015,0.0,0.0905,0.109,2.48e-05,0.214,0.47,120.025,229973.0,4.0
0.6579999999999999,0.677,5.0,-6.627999999999999,1.0,0.0393,0.248,0.0,0.368,0.248,124.91,251627.0,4.0
0.752,0.921,5.0,-4.321000000000001,0.0,0.0696,0.0182,0.0,0.256,0.634,115.033,236693.0,4.0
0.7509999999999999,0.708,0.0,-5.653,1.0,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,369573.0,4.0
0.3939999999999999,0.7440000000000001,5.0,-5.465,0.0,0.276,0.00175,0.0,0.308,0.772,157.392,236680.0,4.0
0.624,0.424,1.0,-8.237,1.0,0.24,0.286,0.0,0.173,0.584,153.342,206013.0,4.0
0.562,0.6579999999999999,7.0,-8.072000000000001,1.0,0.0314,0.174,0.000285,0.102,0.268,127.81,315360.0,4.0
0.648,0.7979999999999999,1.0,-4.132,1.0,0.0506,0.00606,0.211,0.217,0.0829,109.964,122455.0,4.0
0.421,0.154,0.0,-12.405,1.0,0.0319,0.102,0.00692,0.207,0.0949,199.772,112800.0,4.0
0.759,0.497,1.0,-6.454,1.0,0.0459,0.161,1.07e-05,0.108,0.0386,199.992,129672.0,4.0
0.6990000000000001,0.7440000000000001,8.0,-3.524,1.0,0.0684,0.0938,0.0,0.276,0.107,111.033,164467.0,4.0
0.866,0.635,10.0,-10.623,0.0,0.0603,0.108,1.7800000000000002e-05,0.0896,0.306,190.024,161684.0,4.0
0.513,0.645,2.0,-4.749,1.0,0.413,0.122,0.0,0.291,0.5870000000000001,160.356,161078.0,4.0
0.893,0.61,11.0,-6.532,0.0,0.181,0.435,0.00133,0.111,0.272,119.998,152230.0,4.0
0.525,0.637,7.0,-3.389,1.0,0.0373,0.855,0.0222,0.105,0.033,134.969,130821.0,3.0
0.852,0.6629999999999999,7.0,-9.203,1.0,0.157,0.00521,2.39e-05,0.384,0.192,125.032,127615.0,4.0
0.655,0.953,10.0,-5.702999999999999,0.0,0.178,0.00725,0.0,0.297,0.551,172.013,141000.0,4.0
0.4539999999999999,0.975,0.0,-4.169,1.0,0.191,0.3939999999999999,0.0,0.0739,0.0375,109.913,142818.0,4.0
