danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.6659999999999999,0.447,7.0,-6.747999999999999,0.0,0.0679,0.00264,0.455,0.149,0.13,119.972,98038.0,4.0
0.8740000000000001,0.423,11.0,-12.545,1.0,0.0928,0.722,0.912,0.146,0.154,129.988,188000.0,4.0
0.669,0.884,6.0,-5.237,0.0,0.0306,0.0264,0.8390000000000001,0.291,0.635,140.029,221143.0,4.0
0.5720000000000001,0.578,6.0,-10.575,0.0,0.19,0.3929999999999999,0.000346,0.106,0.216,159.968,156000.0,4.0
0.645,0.53,2.0,-8.126,1.0,0.0768,0.265,0.308,0.107,0.214,158.828,184929.0,4.0
0.727,0.636,4.0,-6.507999999999999,0.0,0.386,0.00537,0.0,0.1009999999999999,0.426,117.717,143591.0,4.0
0.516,0.541,11.0,-11.193,1.0,0.109,0.6679999999999999,0.843,0.0863,0.0392,111.945,220710.0,4.0
0.6459999999999999,0.7909999999999999,1.0,-4.369,1.0,0.0336,0.0576,0.00402,0.132,0.285,148.032,157361.0,4.0
0.477,0.691,6.0,-7.888999999999999,0.0,0.0493,0.0337,0.882,0.157,0.0552,113.233,208941.0,5.0
0.488,0.72,8.0,-8.035,1.0,0.0381,0.00463,0.908,0.16,0.0411,133.942,200597.0,4.0
0.379,0.4679999999999999,9.0,-8.998,1.0,0.0843,0.283,4e-05,0.109,0.0331,195.6,159007.0,5.0
0.649,0.413,6.0,-9.067,0.0,0.0331,0.108,0.914,0.586,0.447,120.383,297133.0,4.0
0.735,0.79,8.0,-3.633,1.0,0.0643,0.0211,0.0189,0.147,0.173,146.97299999999998,109899.0,4.0
0.738,0.4539999999999999,0.0,-7.222,0.0,0.0585,0.0275,0.0236,0.0909,0.11,209.582,92056.0,4.0
0.501,0.8140000000000001,7.0,-7.975,0.0,0.0335,0.000308,0.901,0.597,0.1119999999999999,139.995,171431.0,4.0
0.497,0.473,3.0,-7.837999999999999,0.0,0.0397,0.0391,0.913,0.1009999999999999,0.152,219.978,215092.0,4.0
0.78,0.687,0.0,-8.293,1.0,0.305,0.288,0.0,0.0855,0.623,139.262,154201.0,4.0
0.483,0.774,9.0,-4.105,0.0,0.384,0.272,0.00112,0.1119999999999999,0.2239999999999999,145.806,200005.0,4.0
0.8909999999999999,0.649,1.0,-7.859,1.0,0.2239999999999999,0.147,0.502,0.145,0.451,129.982,236330.0,4.0
0.826,0.311,11.0,-14.227,1.0,0.113,0.251,0.00172,0.106,0.41,122.719,110576.0,4.0
0.674,0.6459999999999999,0.0,-9.423,1.0,0.4,0.1169999999999999,0.0,0.104,0.222,160.028,123000.0,4.0
0.5589999999999999,0.894,1.0,-5.797000000000001,0.0,0.0705,0.000492,0.856,0.364,0.239,173.887,209655.0,4.0
0.42,0.884,8.0,-4.475,1.0,0.226,0.0417,0.0145,0.2189999999999999,0.158,145.674,213699.0,4.0
0.513,0.858,6.0,-5.218999999999999,0.0,0.0365,0.0196,0.757,0.0989,0.0998,140.036,209143.0,4.0
0.799,0.546,9.0,-6.081,1.0,0.3229999999999999,0.185,3.19e-06,0.0836,0.736,150.00799999999998,182647.0,4.0
0.628,0.772,9.0,-6.8420000000000005,0.0,0.036,0.34,0.0,0.115,0.0748,119.973,209927.0,4.0
0.618,0.743,1.0,-4.458,1.0,0.2339999999999999,0.0191,0.0232,0.452,0.249,120.16,151690.0,4.0
0.815,0.8220000000000001,1.0,-4.457,1.0,0.297,0.0244,0.0,0.188,0.7959999999999999,170.013,101647.0,4.0
0.71,0.715,6.0,-7.965,0.0,0.0817,0.251,3.02e-06,0.289,0.449,159.95600000000002,168227.0,4.0
0.579,0.601,8.0,-10.492,1.0,0.0322,0.0673,0.414,0.0778,0.0392,140.019,257147.0,4.0
0.628,0.573,1.0,-8.161,1.0,0.0673,0.00362,0.0,0.0874,0.0387,115.503,132702.0,3.0
0.804,0.6890000000000001,1.0,-11.484000000000002,1.0,0.051,0.0016899999999999,0.768,0.173,0.371,129.977,202371.0,4.0
0.926,0.421,1.0,-6.757999999999999,1.0,0.251,0.156,0.0,0.126,0.1639999999999999,136.175,142813.0,4.0
0.392,0.423,7.0,-15.156,1.0,0.0506,0.82,0.0843,0.0991,0.236,150.208,335607.0,4.0
0.8290000000000001,0.609,10.0,-10.008,1.0,0.059,0.0108,0.261,0.11,0.696,143.97,130000.0,4.0
0.594,0.5429999999999999,6.0,-8.32,0.0,0.0525,0.011,0.851,0.1639999999999999,0.208,140.013,144000.0,3.0
0.846,0.635,1.0,-8.088,1.0,0.365,0.04,3.34e-05,0.0608,0.258,127.144,130157.0,4.0
0.495,0.8809999999999999,11.0,-8.234,0.0,0.245,0.00692,0.0708,0.0875,0.0489,173.905,204722.0,4.0
0.728,0.451,1.0,-8.433,1.0,0.0731,0.00594,3.04e-05,0.251,0.0971,145.007,201931.0,4.0
0.509,0.606,6.0,-7.604,0.0,0.0313,0.00446,0.775,0.129,0.0515,119.959,202000.0,4.0
0.68,0.467,6.0,-10.248,1.0,0.0386,0.193,0.619,0.105,0.345,132.014,211853.0,4.0
0.713,0.813,8.0,-5.428999999999999,1.0,0.168,0.0465,0.0,0.187,0.196,152.02,199001.0,4.0
0.7340000000000001,0.628,5.0,-11.452,0.0,0.0569,0.138,0.722,0.0926,0.476,159.996,144013.0,3.0
0.625,0.979,1.0,-5.319,1.0,0.088,0.00117,0.703,0.812,0.72,138.718,218802.0,4.0
0.755,0.552,9.0,-5.604,1.0,0.288,0.0967,0.0,0.158,0.402,153.157,193973.0,4.0
0.489,0.878,2.0,-3.36,1.0,0.368,0.351,0.0,0.698,0.775,162.994,372173.0,4.0
0.493,0.826,9.0,-3.1060000000000003,1.0,0.311,0.095,3.42e-06,0.252,0.75,112.865,189974.0,4.0
0.5770000000000001,0.848,0.0,-5.283,1.0,0.0541,0.257,0.0,0.151,0.589,166.043,206090.0,4.0
0.8059999999999999,0.441,10.0,-5.1370000000000005,0.0,0.0926,0.0203,0.0,0.2,0.382,106.892,237893.0,4.0
0.775,0.7340000000000001,7.0,-5.41,1.0,0.215,0.00138,0.0,0.304,0.342,180.002,210840.0,4.0
0.905,0.596,1.0,-7.496,0.0,0.118,0.000339,2.05e-05,0.0897,0.422,149.996,177604.0,4.0
0.523,0.476,9.0,-9.984,0.0,0.125,0.0108,2.13e-05,0.365,0.233,110.061,248267.0,3.0
0.747,0.912,6.0,-3.324,0.0,0.262,0.139,0.0,0.271,0.59,127.096,220079.0,4.0
0.802,0.467,1.0,-10.697,1.0,0.371,0.099,0.0,0.136,0.619,140.05700000000002,210000.0,4.0
0.721,0.603,9.0,-6.705,1.0,0.272,0.12,0.0,0.936,0.405,150.036,199195.0,4.0
0.735,0.8240000000000001,10.0,-4.143,0.0,0.036,0.615,0.0,0.158,0.726,200.404,211666.0,4.0
0.8420000000000001,0.5670000000000001,4.0,-6.504,0.0,0.0525,0.00244,1.89e-05,0.168,0.256,135.991,169412.0,4.0
0.569,0.86,9.0,-4.1160000000000005,1.0,0.043,0.135,0.0,0.153,0.289,181.874,270960.0,4.0
0.5760000000000001,0.74,0.0,-6.195,1.0,0.0854,0.2739999999999999,3e-06,0.0948,0.37,159.959,122987.0,4.0
0.594,0.614,5.0,-6.091,0.0,0.0536,0.0121,0.0,0.823,0.1009999999999999,159.936,271600.0,4.0
0.526,0.936,8.0,-4.5760000000000005,1.0,0.263,0.316,0.000384,0.261,0.283,162.61,234487.0,4.0
0.893,0.74,11.0,-4.936,0.0,0.132,0.299,0.0,0.0881,0.963,202.05,299147.0,4.0
0.61,0.563,5.0,-8.248,1.0,0.124,0.0135,1.47e-06,0.154,0.511,175.926,201819.0,4.0
0.918,0.586,1.0,-2.89,1.0,0.133,0.0783,0.0,0.145,0.779,191.034,288200.0,4.0
0.65,0.83,10.0,-7.593999999999999,0.0,0.16,0.0033799999999999,1.42e-05,0.0862,0.28,194.202,240293.0,4.0
0.852,0.764,6.0,-5.315,0.0,0.292,0.362,2.39e-06,0.133,0.853,195.996,202484.0,4.0
0.642,0.777,4.0,-4.809,0.0,0.094,0.00323,0.0,0.2269999999999999,0.413,193.972,214400.0,4.0
0.593,0.0668,11.0,-15.268,0.0,0.0722,0.949,1.31e-05,0.1939999999999999,0.19,204.912,76974.0,4.0
0.363,0.745,6.0,-3.705,1.0,0.185,0.0487,0.0,0.119,0.481,174.06400000000002,196280.0,4.0
0.787,0.5920000000000001,0.0,-8.517999999999999,1.0,0.188,0.198,0.0,0.131,0.586,199.942,242866.0,4.0
0.802,0.785,9.0,-4.781000000000001,1.0,0.207,0.14,0.0,0.123,0.435,199.996,206400.0,4.0
0.8190000000000001,0.701,10.0,-5.098,0.0,0.26,0.107,0.000517,0.3779999999999999,0.41,179.99400000000003,137222.0,4.0
0.479,0.897,0.0,-3.141,1.0,0.447,0.0254,0.0,0.0921,0.7390000000000001,178.352,116712.0,4.0
0.457,0.5579999999999999,10.0,-6.02,0.0,0.0364,0.862,3.73e-06,0.103,0.0386,112.9,242175.0,4.0
0.59,0.916,10.0,-4.541,0.0,0.3229999999999999,0.195,0.0,0.153,0.5479999999999999,184.914,204866.0,4.0
0.425,0.843,1.0,-3.437,1.0,0.375,0.0378,0.0,0.159,0.639,176.34599999999998,337507.0,4.0
0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,204600.0,4.0
0.6940000000000001,0.7959999999999999,5.0,-3.696,1.0,0.198,0.0713,0.0163,0.096,0.5920000000000001,156.066,166120.0,4.0
0.768,0.602,10.0,-5.656000000000001,0.0,0.312,0.0701,0.0,0.2319999999999999,0.506,160.13299999999998,271133.0,4.0
0.644,0.5870000000000001,7.0,-6.736000000000001,0.0,0.353,0.473,0.0,0.0759,0.68,173.972,161765.0,4.0
0.753,0.652,10.0,-5.943,0.0,0.0753,0.444,0.0,0.1169999999999999,0.745,139.96200000000002,123560.0,4.0
0.682,0.4429999999999999,2.0,-10.787,0.0,0.0554,0.596,0.00539,0.266,0.5820000000000001,199.782,195573.0,4.0
0.7979999999999999,0.703,6.0,-4.136,1.0,0.251,0.149,1.77e-06,0.0788,0.6,188.604,279067.0,4.0
0.6559999999999999,0.33,8.0,-8.771,1.0,0.162,0.818,0.00386,0.107,0.349,119.057,250120.0,4.0
0.85,0.7070000000000001,7.0,-6.507000000000001,1.0,0.0482,0.0638,2.58e-06,0.252,0.725,203.736,291933.0,4.0
0.638,0.662,1.0,-5.497000000000001,1.0,0.4039999999999999,0.316,0.0,0.258,0.675,164.65400000000002,248781.0,4.0
0.7609999999999999,0.5379999999999999,0.0,-9.03,1.0,0.1009999999999999,0.00617,3.16e-06,0.481,0.451,178.058,232978.0,4.0
0.713,0.647,7.0,-8.22,1.0,0.439,0.0867,0.0,0.636,0.6940000000000001,188.072,304147.0,4.0
0.602,0.807,11.0,-3.4,0.0,0.246,0.246,0.0,0.134,0.614,111.027,278333.0,5.0
0.491,0.956,11.0,-1.538,1.0,0.392,0.0295,0.0,0.46,0.8109999999999999,173.585,276920.0,4.0
0.728,0.607,1.0,-8.417,0.0,0.132,0.133,0.0,0.0864,0.445,129.938,176702.0,4.0
0.5820000000000001,0.8440000000000001,1.0,-5.072,1.0,0.0864,0.00601,0.0016899999999999,0.104,0.299,178.104,251800.0,4.0
0.609,0.64,10.0,-7.632999999999999,1.0,0.0432,0.0247,0.0,0.079,0.425,141.957,150160.0,4.0
0.603,0.845,1.0,-6.589,1.0,0.495,0.0106,1.9e-05,0.0482,0.8240000000000001,178.377,183307.0,4.0
0.856,0.841,6.0,-7.737,0.0,0.335,0.0977,0.0,0.0773,0.794,190.836,298053.0,4.0
0.866,0.818,8.0,-4.111000000000001,0.0,0.26,0.0137,0.0,0.132,0.747,103.332,219947.0,4.0
0.667,0.465,1.0,-10.337,1.0,0.342,0.471,0.0,0.1009999999999999,0.474,133.859,329542.0,4.0
0.657,0.7340000000000001,8.0,-4.832,0.0,0.484,0.149,0.0,0.139,0.434,182.06,223507.0,4.0
0.8,0.585,6.0,-6.722,0.0,0.0667,0.0034,0.0,0.2339999999999999,0.578,196.164,224052.0,4.0
0.627,0.7809999999999999,2.0,-8.207,1.0,0.365,0.105,0.0,0.154,0.51,178.65,304733.0,4.0
0.841,0.718,6.0,-7.098,0.0,0.2769999999999999,0.0315,1.92e-06,0.122,0.728,185.758,211960.0,4.0
0.75,0.84,6.0,-4.855,1.0,0.349,0.369,0.0,0.0916,0.8009999999999999,198.108,213760.0,4.0
0.601,0.422,10.0,-13.364,0.0,0.518,0.21,0.0,0.0839,0.563,132.45600000000002,226987.0,3.0
0.639,0.439,8.0,-8.425,1.0,0.0601,0.0375,3.56e-06,0.0699,0.5589999999999999,141.408,190144.0,4.0
0.6809999999999999,0.8170000000000001,5.0,-6.428999999999999,1.0,0.107,0.69,0.0006519999999999,0.198,0.482,163.96599999999998,444956.0,4.0
0.684,0.8170000000000001,0.0,-5.499,1.0,0.0308,0.0222,2.15e-05,0.439,0.623,118.059,215627.0,4.0
0.602,0.745,1.0,-6.436,1.0,0.382,0.0906,0.0,0.485,0.622,188.507,249960.0,4.0
0.552,0.846,9.0,-4.912,1.0,0.342,0.0114,0.0,0.309,0.5539999999999999,197.12,236600.0,1.0
0.747,0.736,9.0,-4.274,1.0,0.133,0.0134,3.6e-05,0.095,0.583,169.171,218640.0,4.0
0.7290000000000001,0.504,8.0,-6.784,0.0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,197001.0,4.0
0.872,0.639,8.0,-5.658,0.0,0.103,0.125,0.0,0.144,0.469,111.968,241453.0,4.0
0.633,0.6729999999999999,6.0,-6.403,0.0,0.258,0.297,0.0,0.206,0.659,173.55200000000002,211160.0,4.0
0.4539999999999999,0.725,2.0,-8.24,1.0,0.0343,0.126,0.618,0.0808,0.129,155.0,142452.0,4.0
0.5760000000000001,0.769,10.0,-5.369,0.0,0.321,0.0363,0.000173,0.1159999999999999,0.82,174.418,173793.0,4.0
0.8270000000000001,0.434,1.0,-13.153,0.0,0.0851,0.081,0.000305,0.198,0.7509999999999999,168.00599999999997,263033.0,4.0
0.8909999999999999,0.7140000000000001,4.0,-6.055,0.0,0.14,0.2019999999999999,0.000234,0.0521,0.818,201.944,267267.0,4.0
0.792,0.754,10.0,-7.347,1.0,0.108,0.385,0.000863,0.165,0.251,120.0,192000.0,4.0
0.6990000000000001,0.73,9.0,-7.336,1.0,0.3939999999999999,0.032,0.0,0.466,0.858,163.44799999999998,175610.0,4.0
0.638,0.855,7.0,-3.781,0.0,0.203,0.574,0.0,0.286,0.866,184.08,171337.0,4.0
0.366,0.857,0.0,-7.712000000000001,1.0,0.347,0.0738,0.0,0.1159999999999999,0.502,167.919,176710.0,4.0
0.778,0.695,4.0,-6.865,0.0,0.0913,0.174,0.0,0.151,0.472,149.996,132780.0,4.0
0.944,0.949,1.0,-5.606,0.0,0.19,0.0724,0.0,0.348,0.763,116.012,223360.0,4.0
0.7909999999999999,0.541,10.0,-6.751,0.0,0.354,0.0864,3.72e-05,0.36,0.841,187.34,229227.0,4.0
0.688,0.884,0.0,-6.132000000000001,1.0,0.1889999999999999,0.0465,0.0,0.195,0.76,193.336,199827.0,4.0
0.33,0.603,0.0,-7.571000000000001,1.0,0.36,0.601,0.00063,0.307,0.812,168.456,245333.0,3.0
0.551,0.884,1.0,-2.572,0.0,0.356,0.0717,5.27e-06,0.659,0.545,174.082,174266.0,4.0
0.753,0.7490000000000001,1.0,-6.132000000000001,0.0,0.316,0.0285,0.0,0.0845,0.8320000000000001,187.58,246440.0,4.0
0.642,0.764,7.0,-4.891,1.0,0.316,0.0983,0.0,0.206,0.833,192.054,245714.0,4.0
0.759,0.73,0.0,-7.985,0.0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434.0,4.0
0.774,0.634,1.0,-5.941,1.0,0.1669999999999999,0.0199,2.98e-05,0.29,0.752,125.223,304507.0,4.0
0.81,0.7909999999999999,7.0,-5.909,1.0,0.181,0.0893,0.0,0.0838,0.948,153.067,314400.0,4.0
0.812,0.496,9.0,-5.968999999999999,0.0,0.297,0.271,0.0,0.0955,0.55,109.979,241293.0,4.0
0.752,0.584,7.0,-10.634,1.0,0.275,0.364,0.017,0.1969999999999999,0.264,189.836,197600.0,4.0
0.769,0.818,6.0,-1.385,0.0,0.192,0.263,0.0,0.0787,0.918,176.03400000000002,240800.0,4.0
0.728,0.682,1.0,-5.77,1.0,0.179,0.0889,0.0,0.161,0.629,184.938,211231.0,4.0
0.406,0.524,5.0,-11.071,1.0,0.255,0.469,3.95e-06,0.1169999999999999,0.412,112.092,282560.0,4.0
0.7,0.894,6.0,-3.399,1.0,0.173,0.0585,0.0,0.64,0.879,180.722,266373.0,4.0
0.477,0.61,11.0,-5.627999999999999,0.0,0.144,0.225,0.0,0.107,0.358,159.764,213993.0,4.0
0.721,0.82,1.0,-3.222,1.0,0.216,0.176,4.2e-05,0.1639999999999999,0.88,182.09,158434.0,4.0
0.836,0.812,2.0,-6.985,1.0,0.215,0.188,1.82e-06,0.0982,0.769,184.018,145707.0,4.0
0.942,0.892,6.0,-6.363,0.0,0.196,0.023,0.000897,0.264,0.595,200.014,180493.0,4.0
0.927,0.535,6.0,-7.59,0.0,0.0911,0.0855,0.0,0.136,0.336,112.96,313573.0,4.0
0.672,0.8140000000000001,7.0,-3.768,1.0,0.27,0.258,0.0,0.1639999999999999,0.379,194.086,233400.0,4.0
0.515,0.74,10.0,-5.507000000000001,0.0,0.363,0.0493,0.0,0.258,0.765,151.844,281133.0,4.0
0.6,0.412,8.0,-9.343,1.0,0.344,0.615,0.0025,0.134,0.408,113.049,225882.0,5.0
0.885,0.595,7.0,-5.487,1.0,0.286,0.6559999999999999,4.42e-06,0.105,0.754,148.034,183760.0,4.0
0.924,0.5429999999999999,7.0,-6.612,1.0,0.0854,0.432,7.32e-05,0.11,0.104,199.99400000000003,183159.0,4.0
0.825,0.6940000000000001,1.0,-7.604,1.0,0.177,0.0247,0.0124,0.356,0.809,112.017,197240.0,4.0
0.8029999999999999,0.789,10.0,-3.434,0.0,0.0383,0.0304,0.0,0.3779999999999999,0.647,119.999,106021.0,4.0
0.772,0.586,10.0,-10.434,0.0,0.301,0.0234,0.000722,0.0562,0.643,170.136,265200.0,4.0
0.92,0.7070000000000001,1.0,-6.044,1.0,0.161,0.00946,0.0,0.311,0.71,187.962,304893.0,4.0
0.48,0.61,0.0,-7.042000000000001,1.0,0.305,0.0456,0.0,0.313,0.297,180.06799999999998,255653.0,4.0
0.75,0.794,9.0,-6.521,1.0,0.351,0.031,0.0,0.0829,0.579,177.78599999999997,366400.0,4.0
0.674,0.629,6.0,-9.453,1.0,0.084,0.238,0.0,0.141,0.288,122.439,159822.0,4.0
0.773,0.764,11.0,-6.206,1.0,0.256,0.126,1.14e-05,0.223,0.53,182.602,223493.0,4.0
0.696,0.787,4.0,-6.805,1.0,0.0496,0.000405,0.3389999999999999,0.0477,0.332,123.988,437557.0,4.0
0.7070000000000001,0.5529999999999999,0.0,-5.935,1.0,0.0827,0.0375,0.0,0.2739999999999999,0.237,132.961,248827.0,4.0
0.7490000000000001,0.233,10.0,-13.744000000000002,0.0,0.34,0.807,0.0023,0.109,0.635,176.082,104072.0,4.0
0.484,0.852,11.0,-4.442,0.0,0.2739999999999999,0.0317,0.0,0.0547,0.7659999999999999,103.578,249522.0,4.0
0.578,0.645,11.0,-4.9510000000000005,0.0,0.0476,0.434,0.0,0.36,0.31,181.328,223373.0,4.0
0.664,0.903,11.0,-4.449,0.0,0.473,0.0328,0.0,0.863,0.608,189.334,253067.0,4.0
0.79,0.728,2.0,-9.221,1.0,0.391,0.366,0.0,0.1119999999999999,0.4029999999999999,193.956,265493.0,4.0
0.7809999999999999,0.853,1.0,-3.68,0.0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189.0,4.0
0.815,0.884,1.0,-4.146,1.0,0.213,0.00555,0.498,0.0983,0.638,145.031,140488.0,4.0
0.66,0.911,11.0,-1.768,1.0,0.289,0.0297,0.0,0.0696,0.501,174.622,269360.0,4.0
0.5870000000000001,0.698,1.0,-8.948,1.0,0.0943,0.0152,0.0,0.442,0.0985,133.954,310720.0,4.0
0.5720000000000001,0.209,8.0,-10.413,1.0,0.0313,0.765,0.0,0.356,0.446,160.138,249668.0,4.0
0.6729999999999999,0.757,8.0,-5.087,1.0,0.222,0.18,0.0,0.039,0.6409999999999999,192.252,264984.0,3.0
0.861,0.479,7.0,-8.433,1.0,0.0515,0.0452,0.0,0.351,0.278,199.938,178840.0,4.0
0.5,0.728,8.0,-4.922,0.0,0.385,0.235,0.0,0.6859999999999999,0.853,192.178,135067.0,4.0
0.7859999999999999,0.635,8.0,-5.307,1.0,0.321,0.094,0.0,0.0771,0.483,194.63,205920.0,4.0
0.752,0.83,10.0,-4.249,0.0,0.316,0.272,0.0,0.22,0.777,198.418,148453.0,4.0
0.7440000000000001,0.8490000000000001,4.0,-8.061,0.0,0.326,0.409,0.0,0.251,0.621,195.99,298867.0,4.0
0.715,0.529,11.0,-9.019,0.0,0.0507,0.259,7.48e-06,0.128,0.467,148.037,283321.0,4.0
0.61,0.76,0.0,-5.787999999999999,1.0,0.3779999999999999,0.0306,0.0,0.246,0.352,179.71200000000002,196695.0,4.0
0.75,0.5579999999999999,6.0,-8.628,0.0,0.203,0.0766,2.13e-05,0.371,0.411,140.14600000000002,258373.0,4.0
0.8340000000000001,0.878,8.0,-9.484,1.0,0.15,0.0461,0.0,0.3339999999999999,0.418,205.696,258688.0,4.0
0.7609999999999999,0.674,1.0,-5.839,1.0,0.0576,0.103,0.019,0.238,0.441,190.07,263173.0,4.0
0.648,0.53,9.0,-9.474,0.0,0.0734,0.0606,2.73e-06,0.0972,0.138,202.902,171136.0,4.0
0.912,0.721,1.0,-6.456,0.0,0.266,0.0689,0.00148,0.12,0.444,192.278,319400.0,4.0
0.789,0.447,8.0,-7.66,0.0,0.156,0.314,0.0,0.12,0.316,195.99,235703.0,4.0
0.465,0.619,7.0,-6.9,0.0,0.163,0.655,1.24e-06,0.0883,0.419,181.852,131000.0,4.0
0.821,0.414,10.0,-9.959,0.0,0.306,0.0919,0.0,0.152,0.618,180.048,289640.0,4.0
0.794,0.627,11.0,-9.431,1.0,0.36,0.2339999999999999,0.0,0.35,0.518,175.108,251467.0,4.0
0.6920000000000001,0.833,7.0,-3.974,1.0,0.0492,0.000136,1.98e-05,0.515,0.6920000000000001,193.628,246320.0,4.0
0.773,0.54,6.0,-7.122999999999999,1.0,0.103,0.371,0.0,0.131,0.322,168.23,280000.0,4.0
0.8690000000000001,0.691,11.0,-12.178,0.0,0.0965,0.0165,0.0189,0.0795,0.848,181.926,216145.0,4.0
0.648,0.841,0.0,-4.322,1.0,0.212,0.31,0.0,0.136,0.624,179.128,248213.0,4.0
0.5489999999999999,0.725,1.0,-7.239,1.0,0.397,0.0539,3.52e-05,0.148,0.547,108.822,206267.0,4.0
0.7490000000000001,0.856,2.0,-5.832999999999999,1.0,0.235,0.107,0.0,0.745,0.402,103.773,222653.0,4.0
0.745,0.579,10.0,-4.75,0.0,0.281,0.0806,0.0,0.175,0.648,167.976,224040.0,4.0
0.81,0.745,10.0,-5.431,0.0,0.0969999999999999,0.00712,2.1e-05,0.321,0.3879999999999999,174.03799999999998,281653.0,4.0
0.78,0.768,6.0,-4.325,0.0,0.238,0.0371,2.34e-06,0.518,0.507,160.126,404107.0,4.0
0.305,0.385,7.0,-10.063,1.0,0.0429,0.879,0.00135,0.4629999999999999,0.4529999999999999,114.605,132493.0,4.0
0.907,0.53,1.0,-6.112,1.0,0.127,0.0578,2.23e-06,0.1009999999999999,0.507,135.998,113000.0,4.0
0.847,0.856,10.0,-3.4530000000000003,0.0,0.063,0.201,0.0,0.294,0.759,188.0,245045.0,4.0
0.6970000000000001,0.687,6.0,-11.111,1.0,0.379,0.26,4.8e-05,0.4029999999999999,0.866,180.49400000000003,201373.0,4.0
0.845,0.326,0.0,-13.909,1.0,0.152,0.0134,4.04e-05,0.28,0.368,177.976,273093.0,4.0
0.84,0.479,6.0,-10.484000000000002,0.0,0.263,0.178,0.00159,0.307,0.627,188.206,243753.0,4.0
0.799,0.28,0.0,-20.749,1.0,0.301,0.0728,0.0,0.0842,0.67,176.44799999999998,322733.0,4.0
0.836,0.8059999999999999,0.0,-5.097,1.0,0.185,0.0279999999999999,0.0,0.108,0.5489999999999999,179.93599999999998,206227.0,4.0
0.769,0.787,11.0,-3.909,1.0,0.367,0.1889999999999999,0.0,0.129,0.836,126.77,159715.0,4.0
0.847,0.654,8.0,-4.408,0.0,0.147,0.057,9.08e-06,0.161,0.759,205.356,241200.0,4.0
0.638,0.7090000000000001,10.0,-5.681,0.0,0.303,0.0861,0.0,0.0581,0.621,190.322,214787.0,4.0
0.7809999999999999,0.898,11.0,-1.157,0.0,0.2739999999999999,0.0234,2.79e-05,0.503,0.838,176.304,148293.0,4.0
0.351,0.622,8.0,-6.495,0.0,0.235,0.256,3.44e-05,0.613,0.457,166.75,253387.0,4.0
0.32,0.74,1.0,-7.291,1.0,0.129,0.0139999999999999,0.0,0.0595,0.165,109.435,193827.0,1.0
0.8009999999999999,0.732,8.0,-7.211,0.0,0.359,0.273,0.0,0.49,0.8320000000000001,184.088,216000.0,4.0
0.602,0.5479999999999999,8.0,-7.371,1.0,0.106,0.161,0.0,0.254,0.561,163.864,244733.0,4.0
0.741,0.622,10.0,-9.089,0.0,0.176,0.002,0.00106,0.304,0.63,180.242,250000.0,4.0
0.7390000000000001,0.44,2.0,-11.458,1.0,0.72,0.0069599999999999,0.0,0.0604,0.444,200.262,202945.0,4.0
0.409,0.579,11.0,-5.156000000000001,0.0,0.0387,0.0113,5.24e-06,0.368,0.316,111.426,323747.0,4.0
0.476,0.809,8.0,-6.395,0.0,0.24,0.0203,0.0,0.0874,0.68,145.737,235703.0,4.0
0.907,0.475,3.0,-8.345,1.0,0.486,0.00135,6.879999999999999e-05,0.186,0.7170000000000001,148.033,253840.0,4.0
0.843,0.74,11.0,-5.114,0.0,0.217,0.158,5.739999999999999e-05,0.0917,0.605,171.78,272507.0,4.0
0.833,0.6809999999999999,5.0,-6.247999999999999,0.0,0.356,0.0406,0.0,0.0926,0.8390000000000001,170.99400000000003,268400.0,4.0
0.733,0.5579999999999999,11.0,-5.56,0.0,0.278,0.204,0.0,0.695,0.5660000000000001,169.15400000000002,253973.0,4.0
0.696,0.853,2.0,-4.122,1.0,0.237,0.00399,0.0,0.0843,0.685,185.952,196653.0,4.0
0.514,0.961,2.0,-3.726,0.0,0.347,0.178,1.64e-06,0.146,0.6859999999999999,174.422,213827.0,4.0
0.778,0.428,1.0,-12.065,0.0,0.16,0.0485,0.000484,0.1009999999999999,0.638,190.086,265484.0,4.0
0.5429999999999999,0.407,0.0,-12.741,0.0,0.0389,0.401,0.000113,0.2019999999999999,0.327,134.83100000000002,274960.0,4.0
0.64,0.355,10.0,-7.757000000000001,0.0,0.065,0.76,7.01e-05,0.114,0.437,119.513,260776.0,3.0
0.87,0.498,11.0,-12.095,0.0,0.29,0.000671,0.000389,0.0551,0.489,185.774,249933.0,4.0
0.8029999999999999,0.627,6.0,-3.787,0.0,0.4429999999999999,0.286,0.0,0.248,0.638,174.21,282187.0,4.0
0.83,0.626,6.0,-7.601,1.0,0.113,0.00725,0.0,0.2239999999999999,0.475,184.5,252627.0,4.0
0.736,0.583,10.0,-6.087999999999999,1.0,0.109,0.0555,0.00367,0.124,0.265,134.99,371871.0,4.0
0.585,0.471,4.0,-9.934,0.0,0.0616,0.0967,0.0184,0.115,0.3229999999999999,186.198,142000.0,4.0
0.613,0.8079999999999999,2.0,-6.077999999999999,1.0,0.248,0.381,0.0,0.262,0.736,189.02,261670.0,4.0
